ICD-9,DiseaseName
5492,Removal of foreign body from peritoneal cavity 
5493,Creation of cutaneoperitoneal fistula 
5494,Creation of peritoneovascular shunt 
5495,Incision of peritoneum 
5496,Injection of air into peritoneal cavity 
5497,Injection of locally-acting therapeutic substance into peritoneal cavity 
5498,Peritoneal dialysis 
5499,Other operations of abdominal region 
5501,Nephrotomy 
5502,Nephrostomy 
5503,Percutaneous nephrostomy without fragmentation 
5504,Percutaneous nephrostomy with fragmentation 
5511,Pyelotomy 
5512,Pyelostomy 
5521,Nephroscopy 
5522,Pyeloscopy 
5523,Closed [percutaneous] [needle] biopsy of kidney 
5524,Open biopsy of kidney 
5529,Other diagnostic procedures on kidney 
5531,Marsupialization of kidney lesion 
5532,Open ablation of renal lesion or tissue 
5533,Percutaneous ablation of renal lesion or tissue 
5534,Laparoscopic ablation of renal lesion or tissue 
5535,Other and unspecified ablation of renal lesion or tissue 
5539,Other local destruction or excision of renal lesion or tissue 
554, Partial nephrectomy 
5551,Nephroureterectomy 
5552,Nephrectomy of remaining kidney 
5553,Removal of transplanted or rejected kidney 
5554,Bilateral nephrectomy 
5561,Renal autotransplantation 
5569,Other kidney transplantation 
557, Nephropexy 
5581,Suture of laceration of kidney 
5582,Closure of nephrostomy and pyelostomy 
5583,Closure of other fistula of kidney 
5584,Reduction of torsion of renal pedicle 
5585,Symphysiotomy for horseshoe kidney 
5586,Anastomosis of kidney 
5587,Correction of ureteropelvic junction 
5589,Other repair of kidney 
5591,Decapsulation of kidney 
5592,Percutaneous aspiration of kidney (pelvis) 
5593,Replacement of nephrostomy tube 
5594,Replacement of pyelostomy tube 
5595,Local perfusion of kidney 
5596,Other injection of therapeutic substance into kidney 
5597,Implantation or replacement of mechanical kidney 
5598,Removal of mechanical kidney 
5599,Other operations on kidney 
560, Transurethral removal of obstruction from ureter and renal pelvis 
561, Ureteral meatotomy 
562, Ureterotomy 
5631,Ureteroscopy 
5632,Closed percutaneous biopsy of ureter 
5633,Closed endoscopic biopsy of ureter 
5634,Open biopsy of ureter 
5635,Endoscopy (cystoscopy) (looposcopy) of ileal conduit 
5639,Other diagnostic procedures on ureter 
5640,"Ureterectomy, not otherwise specified "
5641,Partial ureterectomy 
5642,Total ureterectomy 
5651,Formation of cutaneous uretero-ileostomy 
5652,Revision of cutaneous uretero-ileostomy 
5661,Formation of other cutaneous ureterostomy 
5662,Revision of other cutaneous ureterostomy 
5671,Urinary diversion to intestine 
5672,Revision of ureterointestinal anastomosis 
5673,"Nephrocystanastomosis, not otherwise specified "
5674,Ureteroneocystostomy 
5675,Transureteroureterostomy 
5679,Other anastomosis or bypass of ureter 
5681,Lysis of intraluminal adhesions of ureter 
5682,Suture of laceration of ureter 
5683,Closure of ureterostomy 
5684,Closure of other fistula of ureter 
5685,Ureteropexy 
5686,Removal of ligature from ureter 
5689,Other repair of ureter 
5691,Dilation of ureteral meatus 
5692,Implantation of electronic ureteral stimulator 
5693,Replacement of electronic ureteral stimulator 
5694,Removal of electronic ureteral stimulator 
5695,Ligation of ureter 
5699,Other operations on ureter 
570, Transurethral clearance of bladder 
5711,Percutaneous aspiration of bladder 
5712,Lysis of intraluminal adhesions with incision into bladder 
5717,Percutaneous cystostomy 
5718,Other suprapubic cystostomy 
5719,Other cystotomy 
5721,Vesicostomy 
5722,Revision or closure of vesicostomy 
5731,Cystoscopy through artificial stoma 
5732,Other cystoscopy 
5733,Closed [transurethral] biopsy of bladder 
5734,Open biopsy of bladder 
5739,Other diagnostic procedures on bladder 
5741,Transurethral lysis of intraluminal adhesions 
5749,Other transurethral excision or destruction of lesion or tissue of bladder 
5751,Excision of urachus 
5759,Open excision or destruction of other lesion or tissue of bladder 
576, Partial cystectomy 
5771,Radical cystectomy 
5779,Other total cystectomy 
5781,Suture of laceration of bladder 
5782,Closure of cystostomy 
5783,Repair of fistula involving bladder and intestine 
5784,Repair of other fistula of bladder 
5785,Cystourethroplasty and plastic repair of bladder neck 
5786,Repair of bladder exstrophy 
5787,Reconstruction of urinary bladder 
5788,Other anastomosis of bladder 
5789,Other repair of bladder 
5791,Sphincterotomy of bladder 
5792,Dilation of bladder neck 
5793,Control of (postoperative) hemorrhage of bladder 
5794,Insertion of indwelling urinary catheter 
5795,Replacement of indwelling urinary catheter 
5796,Implantation of electronic bladder stimulator 
5797,Replacement of electronic bladder stimulator 
5798,Removal of electronic bladder stimulator 
5799,Other operations on bladder 
580, Urethrotomy 
581, Urethral meatotomy 
5821,Perineal urethroscopy 
5822,Other urethroscopy 
5823,Biopsy of urethra 
5824,Biopsy of periurethral tissue 
5829,Other diagnostic procedures on urethra and periurethral tissue 
5831,Endoscopic excision or destruction of lesion or tissue of urethra 
5839,Other local excision or destruction of lesion or tissue of urethra 
5841,Suture of laceration of urethra 
5842,Closure of urethrostomy 
5843,Closure of other fistula of urethra 
5844,Reanastomosis of urethra 
5845,Repair of hypospadias or epispadias 
5846,Other reconstruction of urethra 
5847,Urethral meatoplasty 
5849,Other repair of urethra 
585, Release of urethral stricture 
586, Dilation of urethra 
5891,Incision of periurethral tissue 
5892,Excision of periurethral tissue 
5893,Implantation of artificial urinary sphincter [AUS] 
5899,Other operations on urethra and periurethral tissue 
5900,"Retroperitoneal dissection, not otherwise specified "
5902,Other lysis of perirenal or periureteral adhesions 
5903,Laparoscopic lysis of perirenal or periureteral adhesions 
5909,Other incision of perirenal or periureteral tissue 
5911,Other lysis of perivesical adhesions 
5912,Laparoscopic lysis of perivesical adhesions 
5919,Other incision of perivesical tissue 
5921,Biopsy of perirenal or perivesical tissue 
5929,"Other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum "
593, Plication of urethrovesical junction 
594, Suprapubic sling operation 
595, Retropubic urethral suspension 
596, Paraurethral suspension 
5971,Levator muscle operation for urethrovesical suspension 
5972,Injection of implant into urethra and/or bladder neck 
5979,Other repair of urinary stress incontinence 
598, Ureteral catheterization 
5991,Excision of perirenal or perivesical tissue 
5992,Other operations on perirenal or perivesical tissue 
5993,Replacement of ureterostomy tube 
5994,Replacement of cystostomy tube 
5995,Ultrasonic fragmentation of urinary stones 
5999,Other operations on urinary system 
600, Incision of prostate 
6011,Closed [percutaneous] [needle] biopsy of prostate 
6012,Open biopsy of prostate 
6013,Closed [percutaneous] biopsy of seminal vesicles 
6014,Open biopsy of seminal vesicles 
6015,Biopsy of periprostatic tissue 
6018,Other diagnostic procedures on prostate and periprostatic tissue 
6019,Other diagnostic procedures on seminal vesicles 
6021,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP) 
6029,Other transurethral prostatectomy 
603, Suprapubic prostatectomy 
604, Retropubic prostatectomy 
605, Radical prostatectomy 
6061,Local excision of lesion of prostate 
6062,Perineal prostatectomy 
6069,Other prostatectomy 
6071,Percutaneous aspiration of seminal vesicle 
6072,Incision of seminal vesicle 
6073,Excision of seminal vesicle 
6079,Other operations on seminal vesicles 
6081,Incision of periprostatic tissue 
6082,Excision of periprostatic tissue 
6091,Percutaneous aspiration of prostate 
6092,Injection into prostate 
6093,Repair of prostate 
6094,Control of (postoperative) hemorrhage of prostate 
6095,Transurethral balloon dilation of the prostatic urethra 
6096,Transurethral destruction of prostate tissue by microwave thermotherapy 
6097,Other transurethral destruction of prostate tissue by other thermotherapy 
6099,Other operations on prostate 
610, Incision and drainage of scrotum and tunica vaginalis 
6111,Biopsy of scrotum or tunica vaginalis 
6119,Other diagnostic procedures on scrotum and tunica vaginalis 
612, Excision of hydrocele (of tunica vaginalis) 
613, Excision or destruction of lesion or tissue of scrotum 
6141,Suture of laceration of scrotum and tunica vaginalis 
6142,Repair of scrotal fistula 
6149,Other repair of scrotum and tunica vaginalis 
6191,Percutaneous aspiration of tunica vaginalis 
6192,Excision of lesion of tunica vaginalis other than hydrocele 
6199,Other operations on scrotum and tunica vaginalis 
620, Incision of testis 
6211,Closed [percutaneous] [needle] biopsy of testis 
6212,Open biopsy of testis 
6219,Other diagnostic procedures on testes 
622, Excision or destruction of testicular lesion 
623, Unilateral orchiectomy 
6241,Removal of both testes at same operative episode 
6242,Removal of remaining testis 
625, Orchiopexy 
6261,Suture of laceration of testis 
6269,Other repair of testis 
627, Insertion of testicular prosthesis 
6291,Aspiration of testis 
6292,Injection of therapeutic substance into testis 
6299,Other operations on testes 
6301,"Biopsy of spermatic cord, epididymis, or vas deferens "
6309,"Other diagnostic procedures on spermatic cord, epididymis, and vas deferens "
631, Excision of varicocele and hydrocele of spermatic cord 
632, Excision of cyst of epididymis 
633, Excision of other lesion or tissue of spermatic cord and epididymis 
634, Epididymectomy 
6351,Suture of laceration of spermatic cord and epididymis 
6352,Reduction of torsion of testis or spermatic cord 
6353,Transplantation of spermatic cord 
6359,Other repair of spermatic cord and epididymis 
636, Vasotomy 
6370,"Male sterilization procedure, not otherwise specified "
6371,Ligation of vas deferens 
6372,Ligation of spermatic cord 
6373,Vasectomy 
6381,Suture of laceration of vas deferens and epididymis 
6382,Reconstruction of surgically divided vas deferens 
6383,Epididymovasostomy 
6384,Removal of ligature from vas deferens 
6385,Removal of valve from vas deferens 
6389,Other repair of vas deferens and epididymis 
6391,Aspiration of spermatocele 
6392,Epididymotomy 
6393,Incision of spermatic cord 
6394,Lysis of adhesions of spermatic cord 
6395,Insertion of valve in vas deferens 
6399,"Other operations on spermatic card, epididymis, and vas deferens "
640, Circumcision 
6411,Biopsy of penis 
6419,Other diagnostic procedures on penis 
642, Local excision or destruction of lesion of penis 
643, Amputation of penis 
6441,Suture of laceration of penis 
6442,Release of chordee 
6443,Construction of penis 
6444,Reconstruction of penis 
6445,Replantation of penis 
6449,Other repair of penis 
645," Operations for sex transformation, not elsewhere classified "
6491,Dorsal or lateral slit of prepuce 
6492,Incision of penis 
6493,Division of penile adhesions 
6494,Fitting of external prosthesis of penis 
6495,Insertion or replacement of non-inflatable penile prosthesis 
6496,Removal of internal prosthesis of penis 
6497,Insertion or replacement of inflatable penile prosthesis 
6498,Other operations on penis 
6499,Other operations on male genital organs 
6501,Laparoscopic oophorotomy 
6509,Other oophorotomy 
6511,Aspiration biopsy of ovary 
6512,Other biopsy of ovary 
6513,Laparoscopic biopsy of ovary 
6514,Other laparoscopic diagnostic procedures on ovaries 
6519,Other diagnostic procedures on ovaries 
6521,Marsupialization of ovarian cyst 
6522,Wedge resection of ovary 
6523,Laparoscopic marsupialization of ovarian cyst 
6524,Laparoscopic wedge resection of ovary 
6525,Other laparoscopic local excision or destruction of ovary 
6529,Other local excision or destruction of ovary 
6531,Laparoscopic unilateral oophorectomy 
6539,Other unilateral oophorectomy 
6541,Laparoscopic unilateral salpingo-oophorectomy 
6549,Other unilateral salpingo-oophorectomy 
6551,Other removal of both ovaries at same operative episode 
6552,Other removal of remaining ovary 
6553,Laparoscopic removal of both ovaries at same operative episode 
6554,Laparoscopic removal of remaining ovary 
6561,Other removal of both ovaries and tubes at same operative episode 
6562,Other removal of remaining ovary and tube 
6563,Laparoscopic removal of both ovaries and tubes at same operative episode 
6564,Laparoscopic removal of remaining ovary and tube 
6571,Other simple suture of ovary 
6572,Other reimplantation of ovary 
6573,Other salpingo-oophoroplasty 
6574,Laparoscopic simple suture of ovary 
6575,Laparoscopic reimplantation of ovary 
6576,Laparoscopic salpingo-oophoroplasty 
6579,Other repair of ovary 
6581,Laparoscopic lysis of adhesions of ovary and fallopian tube 
6589,Other lysis of adhesions of ovary and fallopian tube 
6591,Aspiration of ovary 
6592,Transplantation of ovary 
6593,Manual rupture of ovarian cyst 
6594,Ovarian denervation 
6595,Release of torsion of ovary 
6599,Other operations on ovary 
6601,Salpingotomy 
6602,Salpingostomy 
6611,Biopsy of fallopian tube 
6619,Other diagnostic procedures on fallopian tubes 
6621,Bilateral endoscopic ligation and crushing of fallopian tubes 
6622,Bilateral endoscopic ligation and division of fallopian tubes 
6629,Other bilateral endoscopic destruction or occlusion of fallopian tubes 
6631,Other bilateral ligation and crushing of fallopian tubes 
6632,Other bilateral ligation and division of fallopian tubes 
6639,Other bilateral destruction or occlusion of fallopian tubes 
664, Total unilateral salpingectomy 
6651,Removal of both fallopian tubes at same operative episode 
6652,Removal of remaining fallopian tube 
6661,Excision or destruction of lesion of fallopian tube 
6662,Salpingectomy with removal of tubal pregnancy 
6663,"Bilateral partial salpingectomy, not otherwise specified "
6669,Other partial salpingectomy 
6671,Simple suture of fallopian tube 
6672,Salpingo-oophorostomy 
6673,Salpingo-salpingostomy 
6674,Salpingo-uterostomy 
6679,Other repair of fallopian tube 
668, Insufflation of fallopian tube 
6691,Aspiration of fallopian tube 
6692,Unilateral destruction or occlusion of fallopian tube 
6693,Implantation or replacement of prosthesis of fallopian tube 
6694,Removal of prosthesis of fallopian tube 
6695,Insufflation of therapeutic agent into fallopian tubes 
6696,Dilation of fallopian tube 
6697,Burying of fimbriae in uterine wall 
6699,Other operations on fallopian tubes 
670, Dilation of cervical canal 
6711,Endocervical biopsy 
6712,Other cervical biopsy 
6719,Other diagnostic procedures on cervix 
672, Conization of cervix 
6731,Marsupialization of cervical cyst 
6732,Destruction of lesion of cervix by cauterization 
6733,Destruction of lesion of cervix by cryosurgery 
6739,Other excision or destruction of lesion or tissue of cervix 
674, Amputation of cervix 
6751,Transabdominal cerclage of cervix 
6759,Other repair of internal cervical os 
6761,Suture of laceration of cervix 
6762,Repair of fistula of cervix 
6769,Other repair of cervix 
680, Hysterotomy 
6811,Digital examination of uterus 
6812,Hysteroscopy 
6813,Open biopsy of uterus 
6814,Open biopsy of uterine ligaments 
6815,Closed biopsy of uterine ligaments 
6816,Closed biopsy of uterus 
6819,Other diagnostic procedures on uterus and supporting structures 
6821,Division of endometrial synechiae 
6822,Incision or excision of congenital septum of uterus 
6823,Endometrial ablation 
6824,Uterine artery embolization [UAE] with coils 
6825,Uterine artery embolization [UAE] without coils 
6829,Other excision or destruction of lesion of uterus 
6831,Laparoscopic supracervical hysterectomy [LSH] 
6839,Other and unspecified subtotal abdominal hysterectomy 
6841,Laparoscopic total abdominal hysterectomy 
6849,Other and unspecified total abdominal hysterectomy 
6851,Laparoscopically assisted vaginal hysterectomy (LAVH) 
6859,Other and unspecified vaginal hysterectomy 
6861,Laparoscopic radical abdominal hysterectomy 
6869,Other and unspecified radical abdominal hysterectomy 
6871,Laparoscopic radical vaginal hysterectomy [LRVH] 
6879,Other and unspecified radical vaginal hysterectomy 
688, Pelvic evisceration 
689, Other and unspecified hysterectomy 
6901,Dilation and curettage for termination of pregnancy 
6902,Dilation and curettage following delivery or abortion 
6909,Other dilation and curettage 
6919,Other excision or destruction of uterus and supporting structures 
6921,Interposition operation 
6922,Other uterine suspension 
6923,Vaginal repair of chronic inversion of uterus 
6929,Other repair of uterus and supporting structures 
693, Paracervical uterine denervation 
6941,Suture of laceration of uterus 
6942,Closure of fistula of uterus 
6949,Other repair of uterus 
6951,Aspiration curettage of uterus for termination of pregnancy 
6952,Aspiration curettage following delivery or abortion 
6959,Other aspiration curettage of uterus 
696, Menstrual extraction or regulation 
697, Insertion of intrauterine contraceptive device 
6991,Insertion of therapeutic device into uterus 
6992,Artificial insemination 
6993,Insertion of laminaria 
6994,Manual replacement of inverted uterus 
6995,Incision of cervix 
6996,Removal of cerclage material from cervix 
6997,Removal of other penetrating foreign body from cervix 
6998,Other operations on supporting structures of uterus 
6999,Other operations on cervix and uterus 
700, Culdocentesis 
7011,Hymenotomy 
7012,Culdotomy 
7013,Lysis of intraluminal adhesions of vagina 
7014,Other vaginotomy 
7021,Vaginoscopy 
7022,Culdoscopy 
7023,Biopsy of cul-de-sac 
7024,Vaginal biopsy 
7029,Other diagnostic procedures on vagina and cul-de-sac 
7031,Hymenectomy 
7032,Excision or destruction of lesion of cul-de-sac 
7033,Excision or destruction of lesion of vagina 
704, Obliteration and total excision of vagina 
7050,Repair of cystocele and rectocele 
7051,Repair of cystocele 
7052,Repair of rectocele 
7053,Repair of cystocele and rectocele with graft or prosthesis 
7054,Repair of cystocele with graft or prosthesis 
7055,Repair of rectocele with graft or prosthesis 
7061,Vaginal construction 
7062,Vaginal reconstruction 
7063,Vaginal construction with graft or prosthesis 
7064,Vaginal reconstruction with graft or prosthesis 
7071,Suture of laceration of vagina 
7072,Repair of colovaginal fistula 
7073,Repair of rectovaginal fistula 
7074,Repair of other vaginoenteric fistula 
7075,Repair of other fistula of vagina 
7076,Hymenorrhaphy 
7077,Vaginal suspension and fixation 
7078,Vaginal suspension and fixation with graft or prosthesis 
7079,Other repair of vagina 
708, Obliteration of vaginal vault 
7091,Other operations on vagina 
7092,Other operations on cul-de-sac 
7093,Other operations on cul-de-sac with graft or prosthesis 
7094,Insertion of biological graft 
7095,Insertion of synthetic graft or prosthesis 
7101,Lysis of vulvar adhesions 
7109,Other incision of vulva and perineum 
7111,Biopsy of vulva 
7119,Other diagnostic procedures on vulva 
7121,Percutaneous aspiration of Bartholin's gland (cyst) 
7122,Incision of Bartholin's gland (cyst) 
7123,Marsupialization of Bartholin's gland (cyst) 
7124,Excision or other destruction of Bartholin's gland (cyst) 
7129,Other operations on Bartholin's gland 
713, Other local excision or destruction of vulva and perineum 
714, Operations on clitoris 
715, Radical vulvectomy 
7161,Unilateral vulvectomy 
7162,Bilateral vulvectomy 
7171,Suture of laceration of vulva or perineum 
7172,Repair of fistula of vulva or perineum 
7179,Other repair of vulva and perineum 
718, Other operations on vulva 
719, Other operations on female genital organs 
720, Low forceps operation 
721, Low forceps operation with episiotomy 
7221,Mid forceps operation with episiotomy 
7229,Other mid forceps operation 
7231,High forceps operation with episiotomy 
7239,Other high forceps operation 
724, Forceps rotation of fetal head 
7251,Partial breech extraction with forceps to aftercoming head 
7252,Other partial breech extraction 
7253,Total breech extraction with forceps to aftercoming head 
7254,Other total breech extraction 
726, Forceps application to aftercoming head 
7271,Vacuum extraction with episiotomy 
7279,Other vacuum extraction 
728, Other specified instrumental delivery 
729, Unspecified instrumental delivery 
7301,Induction of labor by artificial rupture of membranes 
7309,Other artificial rupture of membranes 
731, Other surgical induction of labor 
7321,Internal and combined version without extraction 
7322,Internal and combined version with extraction 
733, Failed forceps 
734, Medical induction of labor 
7351,Manual rotation of fetal head 
7359,Other manually assisted delivery 
736, Episiotomy 
738, Operations on fetus to facilitate delivery 
7391,External version assisting delivery 
7392,Replacement of prolapsed umbilical cord 
7393,Incision of cervix to assist delivery 
7394,Pubiotomy to assist delivery 
7399,Other operations assisting delivery 
740, Classical cesarean section 
741, Low cervical cesarean section 
742, Extraperitoneal cesarean section 
743, Removal of extratubal ectopic pregnancy 
744, Cesarean section of other specified type 
7491,Hysterotomy to terminate pregnancy 
7499,Other cesarean section of unspecified type 
750, Intra-amniotic injection for abortion 
751, Diagnostic amniocentesis 
752, Intrauterine transfusion 
7531,Amnioscopy 
7532,Fetal EKG (scalp) 
7533,Fetal blood sampling and biopsy 
7534,Other fetal monitoring 
7535,Other diagnostic procedures on fetus and amnion 
7536,Correction of fetal defect 
7537,Amnioinfusion 
7538,Fetal pulse oximetry 
754, Manual removal of retained placenta 
7550,"Repair of current obstetric laceration of uterus, not otherwise specified "
7551,Repair of current obstetric laceration of cervix 
7552,Repair of current obstetric laceration of corpus uteri 
7561,Repair of current obstetric laceration of bladder and urethra 
7562,Repair of current obstetric laceration of rectum and sphincter ani 
7569,Repair of other current obstetric laceration 
757," Manual exploration of uterine cavity, postpartum "
758, Obstetric tamponade of uterus or vagina 
7591,Evacuation of obstetrical incisional hematoma of perineum 
7592,Evacuation of other hematoma of vulva or vagina 
7593,Surgical correction of inverted uterus 
7594,Immediate postpartum manual replacement of inverted uterus 
7599,Other obstetric operations 
7601,Sequestrectomy of facial bone 
7609,Other incision of facial bone 
7611,Biopsy of facial bone 
7619,Other diagnostic procedures on facial bones and joints 
762, Local excision or destruction of lesion of facial bone 
7631,Partial mandibulectomy 
7639,Partial ostectomy of other facial bone 
7641,Total mandibulectomy with synchronous reconstruction 
7642,Other total mandibulectomy 
7643,Other reconstruction of mandible 
7644,Total ostectomy of other facial bone with synchronous reconstruction 
7645,Other total ostectomy of other facial bone 
7646,Other reconstruction of other facial bone 
765, Temporomandibular arthroplasty 
7661,Closed osteoplasty [osteotomy] of mandibular ramus 
7662,Open osteoplasty [osteotomy] of mandibular ramus 
7663,Osteoplasty [osteotomy] of body of mandible 
7664,Other orthognathic surgery on mandible 
7665,Segmental osteoplasty [osteotomy] of maxilla 
7666,Total osteoplasty [osteotomy] of maxilla 
7667,Reduction genioplasty 
7668,Augmentation genioplasty 
7669,Other facial bone repair 
7670,"Reduction of facial fracture, not otherwise specified "
7671,Closed reduction of malar and zygomatic fracture 
7672,Open reduction of malar and zygomatic fracture 
7673,Closed reduction of maxillary fracture 
7674,Open reduction of maxillary fracture 
7675,Closed reduction of mandibular fracture 
7676,Open reduction of mandibular fracture 
7677,Open reduction of alveolar fracture 
7678,Other closed reduction of facial fracture 
7679,Other open reduction of facial fracture 
7691,Bone graft to facial bone 
7692,Insertion of synthetic implant in facial bone 
7693,Closed reduction of temporomandibular dislocation 
7694,Open reduction of temporomandibular dislocation 
7695,Other manipulation of temporomandibular joint 
7696,Injection of therapeutic substance into temporomandibular joint 
7697,Removal of internal fixation device from facial bone 
7699,Other operations on facial bones and joints 
7700,"Sequestrectomy, unspecified site "
7701,"Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum] "
7702,"Sequestrectomy, humerus "
7703,"Sequestrectomy, radius and ulna "
7704,"Sequestrectomy, carpals and metacarpals "
7705,"Sequestrectomy, femur "
7706,"Sequestrectomy, patella "
7707,"Sequestrectomy, tibia and fibula "
7708,"Sequestrectomy, tarsals and metatarsals "
7709,"Sequestrectomy, other bones "
7710,"Other incision of bone without division, unspecified site "
7711,"Other incision of bone without division, scapula, clavicle, and thorax [ribs and sternum] "
7712,"Other incision of bone without division, humerus "
7713,"Other incision of bone without division, radius and ulna "
7714,"Other incision of bone without division, carpals and metacarpals "
7715,"Other incision of bone without division, femur "
7716,"Other incision of bone without division, patella "
7717,"Other incision of bone without division, tibia and fibula "
7718,"Other incision of bone without division, tarsals and metatarsals "
7719,"Other incision of bone without division, other bones "
7720,"Wedge osteotomy, unspecified site "
7721,"Wedge osteotomy, scapula, clavicle, and thorax [ribs and sternum] "
7722,"Wedge osteotomy, humerus "
7723,"Wedge osteotomy, radius and ulna "
7724,"Wedge osteotomy, carpals and metacarpals "
7725,"Wedge osteotomy, femur "
7726,"Wedge osteotomy, patella "
7727,"Wedge osteotomy, tibia and fibula "
7728,"Wedge osteotomy, tarsals and metatarsals "
7729,"Wedge osteotomy, other bones "
7730,"Other division of bone, unspecified site "
7731,"Other division of bone, scapula, clavicle, and thorax [ribs and sternum] "
7732,"Other division of bone, humerus "
7733,"Other division of bone, radius and ulna "
7734,"Other division of bone, carpals and metacarpals "
7735,"Other division of bone, femur "
7736,"Other division of bone, patella "
7737,"Other division of bone, tibia and fibula "
7738,"Other division of bone, tarsals and metatarsals "
7739,"Other division of bone, other bones "
7740,"Biopsy of bone, unspecified site "
7741,"Biopsy of bone, scapula, clavicle, and thorax [ribs and sternum] "
7742,"Biopsy of bone, humerus "
7743,"Biopsy of bone, radius and ulna "
7744,"Biopsy of bone, carpals and metacarpals "
7745,"Biopsy of bone, femur "
7746,"Biopsy of bone, patella "
7747,"Biopsy of bone, tibia and fibula "
7748,"Biopsy of bone, tarsals and metatarsals "
7749,"Biopsy of bone, other bones "
7751,Bunionectomy with soft tissue correction and osteotomy of the first metatarsal 
7752,Bunionectomy with soft tissue correction and arthrodesis 
7753,Other bunionectomy with soft tissue correction 
7754,Excision or correction of bunionette 
7756,Repair of hammer toe 
7757,Repair of claw toe 
7758,"Other excision, fusion and repair of toes "
7759,Other bunionectomy 
7760,"Local excision of lesion or tissue of bone, unspecified site "
7761,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum] "
7762,"Local excision of lesion or tissue of bone, humerus "
7763,"Local excision of lesion or tissue of bone, radius and ulna "
7764,"Local excision of lesion or tissue of bone, carpals and metacarpals "
7765,"Local excision of lesion or tissue of bone, femur "
7766,"Local excision of lesion or tissue of bone, patella "
7767,"Local excision of lesion or tissue of bone, tibia and fibula "
7768,"Local excision of lesion or tissue of bone, tarsals and metatarsals "
7769,"Local excision of lesion or tissue of bone, other bones "
7770,"Excision of bone for graft, unspecified site "
7771,"Excision of bone for graft, scapula, clavicle, and thorax [ribs and sternum] "
7772,"Excision of bone for graft, humerus "
7773,"Excision of bone for graft, radius and ulna "
7774,"Excision of bone for graft, carpals and metacarpals "
7775,"Excision of bone for graft, femur "
7776,"Excision of bone for graft, patella "
7777,"Excision of bone for graft, tibia and fibula "
7778,"Excision of bone for graft, tarsals and metatarsals "
7779,"Excision of bone for graft, other bones "
7780,"Other partial ostectomy, unspecified site "
7781,"Other partial ostectomy, scapula, clavicle, and thorax [ribs and sternum] "
7782,"Other partial ostectomy, humerus "
7783,"Other partial ostectomy, radius and ulna "
7784,"Other partial ostectomy, carpals and metacarpals "
7785,"Other partial ostectomy, femur "
7786,"Other partial ostectomy, patella "
7787,"Other partial ostectomy, tibia and fibula "
7788,"Other partial ostectomy, tarsals and metatarsals "
7789,"Other partial ostectomy, other bones "
7790,"Total ostectomy, unspecified site "
7791,"Total ostectomy, scapula, clavicle, and thorax [ribs and sternum] "
7792,"Total ostectomy, humerus "
7793,"Total ostectomy, radius and ulna "
7794,"Total ostectomy, carpals and metacarpals "
7795,"Total ostectomy, femur "
7796,"Total ostectomy, patella "
7797,"Total ostectomy, tibia and fibula "
7798,"Total ostectomy, tarsals and metatarsals "
7799,"Total ostectomy, other bones "
7800,"Bone graft, unspecified site "
7801,"Bone graft, scapula, clavicle, and thorax [ribs and sternum] "
7802,"Bone graft, humerus "
7803,"Bone graft, radius and ulna "
7804,"Bone graft, carpals and metacarpals "
7805,"Bone graft, femur "
7806,"Bone graft, patella "
7807,"Bone graft, tibia and fibula "
7808,"Bone graft, tarsals and metatarsals "
7809,"Bone graft, other bones "
7810,"Application of external fixator device, unspecified site "
7811,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum] "
7812,"Application of external fixator device, humerus "
7813,"Application of external fixator device, radius and ulna "
7814,"Application of external fixator device, carpals and metacarpals "
7815,"Application of external fixator device, femur "
7816,"Application of external fixator device, patella "
7817,"Application of external fixator device, tibia and fibula "
7818,"Application of external fixator device, tarsals and metatarsals "
7819,"Application of external fixator device, other bones "
7820,"Limb shortening procedures, unspecified site "
7822,"Limb shortening procedures, humerus "
7823,"Limb shortening procedures, radius and ulna "
7824,"Limb shortening procedures, carpals and metacarpals "
7825,"Limb shortening procedures, femur "
7827,"Limb shortening procedures, tibia and fibula "
7828,"Limb shortening procedures, tarsals and metatarsals "
7829,"Limb shortening procedures, other bones "
7830,"Limb lengthening procedures, unspecified site "
7832,"Limb lengthening procedures, humerus "
7833,"Limb lengthening procedures, radius and ulna "
7834,"Limb lengthening procedures, carpals and metacarpals "
7835,"Limb lengthening procedures, femur "
7837,"Limb lengthening procedures, tibia and fibula "
7838,"Limb lengthening procedures, tarsals and metatarsals "
7839,"Limb lengthening procedures, other bones "
7840,"Other repair or plastic operations on bone, unspecified site "
7841,"Other repair or plastic operations on bone, scapula, clavicle, and thorax [ribs and sternum] "
7842,"Other repair or plastic operations on bone, humerus "
7843,"Other repair or plastic operations on bone, radius and ulna "
7844,"Other repair or plastic operations on bone, carpals and metacarpals "
7845,"Other repair or plastic operations on bone, femur "
7846,"Other repair or plastic operations on bone, patella "
7847,"Other repair or plastic operations on bone, tibia and fibula "
7848,"Other repair or plastic operations on bone, tarsals and metatarsals "
7849,"Other repair or plastic operations on bone, other bones "
7850,"Internal fixation of bone without fracture reduction, unspecified site "
7851,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum] "
